source,track_uri,track_name,artist_name,artist_popularity,artist_genres,album,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
playlist,spotify:track:3TAhWtQnpoL5Vl9VQPl9fU,Senorita,Farhan Akhtar,54,"['filmi', 'modern bollywood']",Zindagi Na Milegi Dobara,56,0.701,0.681,9,-6.442,1,0.0466,0.134,0,0.064,0.81,122.539,audio_features,3TAhWtQnpoL5Vl9VQPl9fU,spotify:track:3TAhWtQnpoL5Vl9VQPl9fU,https://api.spotify.com/v1/tracks/3TAhWtQnpoL5Vl9VQPl9fU,https://api.spotify.com/v1/audio-analysis/3TAhWtQnpoL5Vl9VQPl9fU,229576,4
playlist,spotify:track:25MPTnqXQB1H6OkwSYUXWx,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,50,['desi pop'],"Malang (Title Track) [From ""Malang - Unleash The Madness""]",57,0.384,0.728,7,-6.503,0,0.0623,0.329,1.85E-05,0.329,0.311,156.396,audio_features,25MPTnqXQB1H6OkwSYUXWx,spotify:track:25MPTnqXQB1H6OkwSYUXWx,https://api.spotify.com/v1/tracks/25MPTnqXQB1H6OkwSYUXWx,https://api.spotify.com/v1/audio-analysis/25MPTnqXQB1H6OkwSYUXWx,287374,4
playlist,spotify:track:0KSOLEBixnBYIKNHF1VbzF,Hona Tha Pyar,Atif Aslam,75,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']",Bol (Original Motion Picture Soundtrack),58,0.687,0.542,4,-8.689,1,0.0307,0.571,0.0307,0.118,0.782,102.994,audio_features,0KSOLEBixnBYIKNHF1VbzF,spotify:track:0KSOLEBixnBYIKNHF1VbzF,https://api.spotify.com/v1/tracks/0KSOLEBixnBYIKNHF1VbzF,https://api.spotify.com/v1/audio-analysis/0KSOLEBixnBYIKNHF1VbzF,221987,4
playlist,spotify:track:4GI6sk4q4Keg9BMdCHLq5r,Jugnu,Badshah,76,"['desi hip hop', 'desi trap', 'filmi', 'modern bollywood']",BADSHAH's HITLIST,35,0.716,0.803,10,-5.14,0,0.0445,0.03,0,0.0817,0.325,124.961,audio_features,4GI6sk4q4Keg9BMdCHLq5r,spotify:track:4GI6sk4q4Keg9BMdCHLq5r,https://api.spotify.com/v1/tracks/4GI6sk4q4Keg9BMdCHLq5r,https://api.spotify.com/v1/audio-analysis/4GI6sk4q4Keg9BMdCHLq5r,230400,4
playlist,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,Faint,Linkin Park,84,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",Meteora,75,0.554,0.98,4,-3.514,1,0.108,0.127,0,0.0833,0.611,135.12,audio_features,4Yf5bqU3NK4kNOypcrLYwU,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,https://api.spotify.com/v1/tracks/4Yf5bqU3NK4kNOypcrLYwU,https://api.spotify.com/v1/audio-analysis/4Yf5bqU3NK4kNOypcrLYwU,162107,4
playlist,spotify:track:4xkOaSrkexMciUUogZKVTS,Till I Collapse,Eminem,90,"['detroit hip hop', 'hip hop', 'rap']",The Eminem Show,78,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,audio_features,4xkOaSrkexMciUUogZKVTS,spotify:track:4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,297787,4
playlist,spotify:track:4NZrZgrRoR4GwR7flWOXRI,Go Fuck Yourself,Two Feet,68,"['indie poptimism', 'modern rock']",First Steps,67,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,audio_features,4NZrZgrRoR4GwR7flWOXRI,spotify:track:4NZrZgrRoR4GwR7flWOXRI,https://api.spotify.com/v1/tracks/4NZrZgrRoR4GwR7flWOXRI,https://api.spotify.com/v1/audio-analysis/4NZrZgrRoR4GwR7flWOXRI,129600,4
playlist,spotify:track:3iPbmpKBMflYd7UjdYftoj,Alcohol-Free,TWICE,78,"['k-pop', 'k-pop girl group', 'pop']",Alcohol-Free,44,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35E-06,0.0674,0.702,97.097,audio_features,3iPbmpKBMflYd7UjdYftoj,spotify:track:3iPbmpKBMflYd7UjdYftoj,https://api.spotify.com/v1/tracks/3iPbmpKBMflYd7UjdYftoj,https://api.spotify.com/v1/audio-analysis/3iPbmpKBMflYd7UjdYftoj,210573,4
playlist,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,"Chaand Taare (From ""Yes Boss"")",Abhijeet,68,"['filmi', 'modern bollywood']",My Best Collection,60,0.677,0.444,7,-14.141,1,0.0456,0.137,1.31E-06,0.113,0.613,91.798,audio_features,5Cdd8p9sxRczQX6GFC8CdH,spotify:track:5Cdd8p9sxRczQX6GFC8CdH,https://api.spotify.com/v1/tracks/5Cdd8p9sxRczQX6GFC8CdH,https://api.spotify.com/v1/audio-analysis/5Cdd8p9sxRczQX6GFC8CdH,289373,4
playlist,spotify:track:1sL8hnnZaB2Xzm1J66y4Tt,O Saiyyan,Ajay-Atul,63,['filmi'],Agneepath (Original Motion Picture Soundtrack),47,0.315,0.461,6,-8.907,1,0.0327,0.608,0,0.107,0.274,165.657,audio_features,1sL8hnnZaB2Xzm1J66y4Tt,spotify:track:1sL8hnnZaB2Xzm1J66y4Tt,https://api.spotify.com/v1/tracks/1sL8hnnZaB2Xzm1J66y4Tt,https://api.spotify.com/v1/audio-analysis/1sL8hnnZaB2Xzm1J66y4Tt,278493,3
playlist,spotify:track:7F8RNvTQlvbeBLeenycvN6,Kun Faya Kun,A.R. Rahman,77,['filmi'],Rockstar,64,0.362,0.378,1,-11.008,1,0.0329,0.679,0,0.091,0.575,87.549,audio_features,7F8RNvTQlvbeBLeenycvN6,spotify:track:7F8RNvTQlvbeBLeenycvN6,https://api.spotify.com/v1/tracks/7F8RNvTQlvbeBLeenycvN6,https://api.spotify.com/v1/audio-analysis/7F8RNvTQlvbeBLeenycvN6,470500,4
playlist,spotify:track:3V80Iv04B9XAqGHbXdtRT1,Arziyan,Javed Ali,68,"['desi pop', 'filmi', 'modern bollywood']",Delhi-6,49,0.582,0.559,9,-8.64,1,0.0479,0.297,0,0.135,0.656,139.891,audio_features,3V80Iv04B9XAqGHbXdtRT1,spotify:track:3V80Iv04B9XAqGHbXdtRT1,https://api.spotify.com/v1/tracks/3V80Iv04B9XAqGHbXdtRT1,https://api.spotify.com/v1/audio-analysis/3V80Iv04B9XAqGHbXdtRT1,519236,3
playlist,spotify:track:4Zuei1UAP5pB5ovra9dnnp,Khwaja Mere Khwaja,A.R. Rahman,77,['filmi'],Jodhaa Akbar (Original Motion Picture Soundtrack),49,0.565,0.55,11,-8.003,1,0.0333,0.239,0,0.132,0.26,122.06,audio_features,4Zuei1UAP5pB5ovra9dnnp,spotify:track:4Zuei1UAP5pB5ovra9dnnp,https://api.spotify.com/v1/tracks/4Zuei1UAP5pB5ovra9dnnp,https://api.spotify.com/v1/audio-analysis/4Zuei1UAP5pB5ovra9dnnp,416573,4
playlist,spotify:track:2OvldWM8rVnp7QCn9eCrr1,Phir Le Aya Dil,Pritam,85,"['filmi', 'indian instrumental', 'modern bollywood']",Barfi! (Original Motion Picture Soundtrack),49,0.426,0.432,0,-9.667,1,0.0353,0.844,8.79E-05,0.13,0.615,77.004,audio_features,2OvldWM8rVnp7QCn9eCrr1,spotify:track:2OvldWM8rVnp7QCn9eCrr1,https://api.spotify.com/v1/tracks/2OvldWM8rVnp7QCn9eCrr1,https://api.spotify.com/v1/audio-analysis/2OvldWM8rVnp7QCn9eCrr1,285000,4
playlist,spotify:track:7ttlemwytO21npSmLKqTBg,Aashiyan,Pritam,85,"['filmi', 'indian instrumental', 'modern bollywood']",Barfi! (Original Motion Picture Soundtrack),50,0.829,0.622,10,-7.293,1,0.0518,0.293,2.80E-06,0.167,0.775,131.971,audio_features,7ttlemwytO21npSmLKqTBg,spotify:track:7ttlemwytO21npSmLKqTBg,https://api.spotify.com/v1/tracks/7ttlemwytO21npSmLKqTBg,https://api.spotify.com/v1/audio-analysis/7ttlemwytO21npSmLKqTBg,236373,4
playlist,spotify:track:4GagsETs7qfR3cwQkRcXgb,Main Kya Karoon,Pritam,85,"['filmi', 'indian instrumental', 'modern bollywood']",Barfi! (Original Motion Picture Soundtrack),46,0.784,0.454,9,-8.925,1,0.14,0.63,0.000502,0.102,0.668,91.013,audio_features,4GagsETs7qfR3cwQkRcXgb,spotify:track:4GagsETs7qfR3cwQkRcXgb,https://api.spotify.com/v1/tracks/4GagsETs7qfR3cwQkRcXgb,https://api.spotify.com/v1/audio-analysis/4GagsETs7qfR3cwQkRcXgb,270333,4
playlist,spotify:track:1hjL51XZkyEkPjxuenbgKf,Sukoon Mila,Arijit Singh,88,"['filmi', 'modern bollywood']",Mary Kom (Original Motion Picture Soundtrack),41,0.635,0.376,9,-8.356,1,0.0296,0.561,0,0.0919,0.522,123.947,audio_features,1hjL51XZkyEkPjxuenbgKf,spotify:track:1hjL51XZkyEkPjxuenbgKf,https://api.spotify.com/v1/tracks/1hjL51XZkyEkPjxuenbgKf,https://api.spotify.com/v1/audio-analysis/1hjL51XZkyEkPjxuenbgKf,200438,4
playlist,spotify:track:2lALqW28yjkmb6LCBBUc7j,Dhokha Dhadi,Arijit Singh,88,"['filmi', 'modern bollywood']",R...Rajkumar (Original Motion Picture Soundtrack),53,0.595,0.688,2,-6.391,1,0.0386,0.516,0,0.0842,0.866,91.979,audio_features,2lALqW28yjkmb6LCBBUc7j,spotify:track:2lALqW28yjkmb6LCBBUc7j,https://api.spotify.com/v1/tracks/2lALqW28yjkmb6LCBBUc7j,https://api.spotify.com/v1/audio-analysis/2lALqW28yjkmb6LCBBUc7j,249731,4
playlist,spotify:track:3JbujPTeag5mDMAcye3vDD,Choomantar,Sohail Sen,58,"['filmi', 'modern bollywood']",Mere Brother Ki Dulhan,45,0.798,0.861,8,-7.612,1,0.037,0.218,6.22E-06,0.094,0.845,109.016,audio_features,3JbujPTeag5mDMAcye3vDD,spotify:track:3JbujPTeag5mDMAcye3vDD,https://api.spotify.com/v1/tracks/3JbujPTeag5mDMAcye3vDD,https://api.spotify.com/v1/audio-analysis/3JbujPTeag5mDMAcye3vDD,260415,4
playlist,spotify:track:56uWN3Sv4sFxKs5I7xUwGi,Udan Choo,Hriday Gattani,41,['hindi indie'],Banjo (Original Motion Picture Soundtrack),20,0.382,0.66,7,-5.769,1,0.178,0.68,0.000203,0.112,0.533,168.1,audio_features,56uWN3Sv4sFxKs5I7xUwGi,spotify:track:56uWN3Sv4sFxKs5I7xUwGi,https://api.spotify.com/v1/tracks/56uWN3Sv4sFxKs5I7xUwGi,https://api.spotify.com/v1/audio-analysis/56uWN3Sv4sFxKs5I7xUwGi,256473,3
playlist,spotify:track:1YMLgvsQdE27r30q0fsLeV,Tera Fitoor,Arijit Singh,88,"['filmi', 'modern bollywood']",Genius (Original Motion Picture Soundtrack),68,0.576,0.688,9,-5.136,1,0.0319,0.346,0.0439,0.262,0.726,135.984,audio_features,1YMLgvsQdE27r30q0fsLeV,spotify:track:1YMLgvsQdE27r30q0fsLeV,https://api.spotify.com/v1/tracks/1YMLgvsQdE27r30q0fsLeV,https://api.spotify.com/v1/audio-analysis/1YMLgvsQdE27r30q0fsLeV,310000,4
playlist,spotify:track:7fyiYhn7STpHvT5g0lbncC,Ik Vaari Aa,Pritam,85,"['filmi', 'indian instrumental', 'modern bollywood']",Raabta,61,0.512,0.752,4,-4.857,0,0.0534,0.305,0,0.708,0.428,127.965,audio_features,7fyiYhn7STpHvT5g0lbncC,spotify:track:7fyiYhn7STpHvT5g0lbncC,https://api.spotify.com/v1/tracks/7fyiYhn7STpHvT5g0lbncC,https://api.spotify.com/v1/audio-analysis/7fyiYhn7STpHvT5g0lbncC,274687,4
playlist,spotify:track:3jtKSUiVDowKNBqVQbWaig,Iktara,Amit Trivedi,66,"['filmi', 'modern bollywood']",Wake Up Sid (Original Motion Picture Soundtrack),47,0.616,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976,audio_features,3jtKSUiVDowKNBqVQbWaig,spotify:track:3jtKSUiVDowKNBqVQbWaig,https://api.spotify.com/v1/tracks/3jtKSUiVDowKNBqVQbWaig,https://api.spotify.com/v1/audio-analysis/3jtKSUiVDowKNBqVQbWaig,253773,4
playlist,spotify:track:0biCSADTAblvLTLtJz4pXO,Nashe Si Chadh Gayi,Vishal-Shekhar,73,"['filmi', 'modern bollywood']",Befikre,65,0.799,0.784,4,-5.207,0,0.0519,0.11,2.84E-06,0.227,0.26,96.953,audio_features,0biCSADTAblvLTLtJz4pXO,spotify:track:0biCSADTAblvLTLtJz4pXO,https://api.spotify.com/v1/tracks/0biCSADTAblvLTLtJz4pXO,https://api.spotify.com/v1/audio-analysis/0biCSADTAblvLTLtJz4pXO,237876,4
playlist,spotify:track:1cOIsMUzpdtRgZFzgfpdDA,You And Me,Vishal-Shekhar,73,"['filmi', 'modern bollywood']",Befikre,28,0.822,0.667,7,-5.592,1,0.0981,0.0997,7.14E-05,0.0552,0.61,94.509,audio_features,1cOIsMUzpdtRgZFzgfpdDA,spotify:track:1cOIsMUzpdtRgZFzgfpdDA,https://api.spotify.com/v1/tracks/1cOIsMUzpdtRgZFzgfpdDA,https://api.spotify.com/v1/audio-analysis/1cOIsMUzpdtRgZFzgfpdDA,198307,4
playlist,spotify:track:7a77VY7mjvK6EiaBeOosmk,Ok Jaanu Title Track,A.R. Rahman,77,['filmi'],OK Jaanu (Original Motion Picture Soundtrack),43,0.598,0.887,9,-6.99,1,0.0802,0.0284,5.84E-06,0.166,0.704,159.975,audio_features,7a77VY7mjvK6EiaBeOosmk,spotify:track:7a77VY7mjvK6EiaBeOosmk,https://api.spotify.com/v1/tracks/7a77VY7mjvK6EiaBeOosmk,https://api.spotify.com/v1/audio-analysis/7a77VY7mjvK6EiaBeOosmk,206250,4
playlist,spotify:track:0tUsMZCtbfGwAvRw1NpsJF,Kaara Fankaara,A.R. Rahman,77,['filmi'],OK Jaanu (Original Motion Picture Soundtrack),26,0.749,0.695,8,-6.429,1,0.065,0.0222,1.64E-05,0.138,0.686,129.97,audio_features,0tUsMZCtbfGwAvRw1NpsJF,spotify:track:0tUsMZCtbfGwAvRw1NpsJF,https://api.spotify.com/v1/tracks/0tUsMZCtbfGwAvRw1NpsJF,https://api.spotify.com/v1/audio-analysis/0tUsMZCtbfGwAvRw1NpsJF,347889,4
playlist,spotify:track:5GeBgck1MU2tlIkMpsn8uT,Matargashti,Mohit Chauhan,73,"['filmi', 'modern bollywood']",Tamasha,60,0.792,0.63,0,-6.741,1,0.0682,0.102,0,0.0758,0.659,100.022,audio_features,5GeBgck1MU2tlIkMpsn8uT,spotify:track:5GeBgck1MU2tlIkMpsn8uT,https://api.spotify.com/v1/tracks/5GeBgck1MU2tlIkMpsn8uT,https://api.spotify.com/v1/audio-analysis/5GeBgck1MU2tlIkMpsn8uT,328052,4
playlist,spotify:track:6UgcN95w7vQxkR8sEFmwHG,Chahun Main Ya Naa,Palak Muchhal,66,"['filmi', 'modern bollywood']",Aashiqui 2,63,0.644,0.517,9,-6.707,0,0.0273,0.521,3.27E-06,0.0905,0.259,106.906,audio_features,6UgcN95w7vQxkR8sEFmwHG,spotify:track:6UgcN95w7vQxkR8sEFmwHG,https://api.spotify.com/v1/tracks/6UgcN95w7vQxkR8sEFmwHG,https://api.spotify.com/v1/audio-analysis/6UgcN95w7vQxkR8sEFmwHG,304900,4
playlist,spotify:track:1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,75,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",So Good,78,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,audio_features,1rIKgCH4H52lrvDcz50hS8,spotify:track:1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/tracks/1rIKgCH4H52lrvDcz50hS8,https://api.spotify.com/v1/audio-analysis/1rIKgCH4H52lrvDcz50hS8,201122,4
playlist,spotify:track:60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",Pharrell Williams,77,"['dance pop', 'pop']",G I R L,74,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,audio_features,60nZcImufyMA1MKQY3dcCH,spotify:track:60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/tracks/60nZcImufyMA1MKQY3dcCH,https://api.spotify.com/v1/audio-analysis/60nZcImufyMA1MKQY3dcCH,232720,4
playlist,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,80,"['dance pop', 'pop']",TROLLS (Original Motion Picture Soundtrack),67,0.669,0.832,0,-5.721,1,0.0682,0.0106,0,0.0968,0.7,113.035,audio_features,1WkMMavIMc4JZ8cfMmxHkI,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,https://api.spotify.com/v1/tracks/1WkMMavIMc4JZ8cfMmxHkI,https://api.spotify.com/v1/audio-analysis/1WkMMavIMc4JZ8cfMmxHkI,237547,4
playlist,spotify:track:00RBUC7CPnPntU3Ps320uU,"Sahiba (From ""Phillauri"")",Shashwat Sachdev,49,"['desi pop', 'modern bollywood']","Sahiba (From ""Phillauri"")",47,0.653,0.563,4,-5.803,1,0.053,0.449,0,0.191,0.563,160.905,audio_features,00RBUC7CPnPntU3Ps320uU,spotify:track:00RBUC7CPnPntU3Ps320uU,https://api.spotify.com/v1/tracks/00RBUC7CPnPntU3Ps320uU,https://api.spotify.com/v1/audio-analysis/00RBUC7CPnPntU3Ps320uU,329375,4
playlist,spotify:track:7L5TwLONdOxzve0ojDrXwX,Binte Dil,Arijit Singh,88,"['filmi', 'modern bollywood']",Padmaavat,46,0.44,0.704,0,-5.654,1,0.0514,0.154,0,0.347,0.493,179.768,audio_features,7L5TwLONdOxzve0ojDrXwX,spotify:track:7L5TwLONdOxzve0ojDrXwX,https://api.spotify.com/v1/tracks/7L5TwLONdOxzve0ojDrXwX,https://api.spotify.com/v1/audio-analysis/7L5TwLONdOxzve0ojDrXwX,192804,4
playlist,spotify:track:0XsDYNzwfMdVHUzEcRnjD6,Theher Ja,Armaan Malik,70,"['filmi', 'modern bollywood']",October (Original Motion Picture Soundtrack),39,0.661,0.31,1,-14.111,0,0.0347,0.833,0.861,0.108,0.213,117.964,audio_features,0XsDYNzwfMdVHUzEcRnjD6,spotify:track:0XsDYNzwfMdVHUzEcRnjD6,https://api.spotify.com/v1/tracks/0XsDYNzwfMdVHUzEcRnjD6,https://api.spotify.com/v1/audio-analysis/0XsDYNzwfMdVHUzEcRnjD6,161771,4
playlist,spotify:track:2g3o6I7YuKFEUn9OOfuAfP,Naina Da Kya Kasoor,Amit Trivedi,66,"['filmi', 'modern bollywood']",Andhadhun (Original Motion Picture Soundtrack),59,0.712,0.659,9,-6.348,1,0.0538,0.159,0.0129,0.0781,0.545,63.048,audio_features,2g3o6I7YuKFEUn9OOfuAfP,spotify:track:2g3o6I7YuKFEUn9OOfuAfP,https://api.spotify.com/v1/tracks/2g3o6I7YuKFEUn9OOfuAfP,https://api.spotify.com/v1/audio-analysis/2g3o6I7YuKFEUn9OOfuAfP,210952,4
playlist,spotify:track:3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,77,"['pov: indie', 'psychedelic pop']",DECIDE,90,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,audio_features,3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD,159246,4
playlist,spotify:track:68HocO7fx9z0MgDU0ZPHro,Every Summertime,NIKI,73,['indonesian r&b'],Every Summertime,69,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94E-05,0.0978,0.723,78.996,audio_features,68HocO7fx9z0MgDU0ZPHro,spotify:track:68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/tracks/68HocO7fx9z0MgDU0ZPHro,https://api.spotify.com/v1/audio-analysis/68HocO7fx9z0MgDU0ZPHro,215687,4
playlist,spotify:track:74NI58MQexwZjNu1Gu6GjT,Far,SZA,89,"['pop', 'r&b', 'rap']",SOS,61,0.612,0.549,2,-7.401,1,0.0833,0.672,0.000203,0.163,0.477,115.915,audio_features,74NI58MQexwZjNu1Gu6GjT,spotify:track:74NI58MQexwZjNu1Gu6GjT,https://api.spotify.com/v1/tracks/74NI58MQexwZjNu1Gu6GjT,https://api.spotify.com/v1/audio-analysis/74NI58MQexwZjNu1Gu6GjT,180680,4
playlist,spotify:track:1bjeWoagtHmUKputLVyDxQ,Saturn,SZA,89,"['pop', 'r&b', 'rap']",Saturn,86,0.411,0.619,1,-6.834,1,0.0368,0.62,0,0.11,0.337,177.937,audio_features,1bjeWoagtHmUKputLVyDxQ,spotify:track:1bjeWoagtHmUKputLVyDxQ,https://api.spotify.com/v1/tracks/1bjeWoagtHmUKputLVyDxQ,https://api.spotify.com/v1/audio-analysis/1bjeWoagtHmUKputLVyDxQ,186192,4
playlist,spotify:track:52brDlLtV8OmnqsPZQpOFu,Impromptu,Karri,45,['bedroom r&b'],Impromptu,47,0.573,0.406,1,-10.268,0,0.168,0.768,2.07E-05,0.0978,0.368,67.363,audio_features,52brDlLtV8OmnqsPZQpOFu,spotify:track:52brDlLtV8OmnqsPZQpOFu,https://api.spotify.com/v1/tracks/52brDlLtV8OmnqsPZQpOFu,https://api.spotify.com/v1/audio-analysis/52brDlLtV8OmnqsPZQpOFu,185159,4
playlist,spotify:track:7AE1oyRpPGoSwDs8b9XBO0,Split,88rising,64,['asian american hip hop'],Split,50,0.691,0.509,8,-8.343,1,0.0352,0.431,0.00682,0.0885,0.473,113.961,audio_features,7AE1oyRpPGoSwDs8b9XBO0,spotify:track:7AE1oyRpPGoSwDs8b9XBO0,https://api.spotify.com/v1/tracks/7AE1oyRpPGoSwDs8b9XBO0,https://api.spotify.com/v1/audio-analysis/7AE1oyRpPGoSwDs8b9XBO0,207014,3
playlist,spotify:track:7EVk9tRb6beJLTHrg6AkY9,Tuesday (feat. Danelle Sandoval),Burak Yeter,54,['electro house'],Tuesday (feat. Danelle Sandoval),64,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,audio_features,7EVk9tRb6beJLTHrg6AkY9,spotify:track:7EVk9tRb6beJLTHrg6AkY9,https://api.spotify.com/v1/tracks/7EVk9tRb6beJLTHrg6AkY9,https://api.spotify.com/v1/audio-analysis/7EVk9tRb6beJLTHrg6AkY9,241875,4
playlist,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Chemical,Post Malone,90,"['dfw rap', 'melodic rap', 'pop', 'rap']",Chemical,74,0.49,0.88,2,-4.856,1,0.0435,0.00154,0,0.103,0.392,169.949,audio_features,5w40ZYhbBMAlHYNDaVJIUu,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/tracks/5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/audio-analysis/5w40ZYhbBMAlHYNDaVJIUu,184013,4
playlist,spotify:track:4YsnwsPURRSvprBHBY1BCd,Disillusioned (with serpentwithfeet),Daniel Caesar,79,['canadian contemporary r&b'],NEVER ENOUGH,56,0.792,0.548,9,-3.899,1,0.0366,0.0754,1.02E-05,0.0581,0.619,97,audio_features,4YsnwsPURRSvprBHBY1BCd,spotify:track:4YsnwsPURRSvprBHBY1BCd,https://api.spotify.com/v1/tracks/4YsnwsPURRSvprBHBY1BCd,https://api.spotify.com/v1/audio-analysis/4YsnwsPURRSvprBHBY1BCd,241233,4
playlist,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,La Víctima,Xavi,80,['sad sierreno'],La Víctima,80,0.778,0.835,11,-3.598,0,0.0767,0.152,0,0.109,0.666,140.082,audio_features,5XVdHRf4CAJ2Jm0uMIy5qY,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,https://api.spotify.com/v1/tracks/5XVdHRf4CAJ2Jm0uMIy5qY,https://api.spotify.com/v1/audio-analysis/5XVdHRf4CAJ2Jm0uMIy5qY,156346,4
playlist,spotify:track:0SWGLSAide4VLLrnTAfZA1,Minns det bästa,estraden,53,['swedish pop'],Mellan hägg och syrén,25,0.748,0.603,0,-7.243,1,0.0336,0.401,2.05E-05,0.0731,0.288,115.007,audio_features,0SWGLSAide4VLLrnTAfZA1,spotify:track:0SWGLSAide4VLLrnTAfZA1,https://api.spotify.com/v1/tracks/0SWGLSAide4VLLrnTAfZA1,https://api.spotify.com/v1/audio-analysis/0SWGLSAide4VLLrnTAfZA1,237083,4
playlist,spotify:track:6Z394Nd4gW6Ts9hmu3NUjx,Nadaan Parinde,A.R. Rahman,77,['filmi'],Rockstar,60,0.507,0.741,6,-7.456,0,0.0535,0.414,3.95E-06,0.107,0.492,132.903,audio_features,6Z394Nd4gW6Ts9hmu3NUjx,spotify:track:6Z394Nd4gW6Ts9hmu3NUjx,https://api.spotify.com/v1/tracks/6Z394Nd4gW6Ts9hmu3NUjx,https://api.spotify.com/v1/audio-analysis/6Z394Nd4gW6Ts9hmu3NUjx,384000,4
playlist,spotify:track:0biCSADTAblvLTLtJz4pXO,Nashe Si Chadh Gayi,Vishal-Shekhar,73,"['filmi', 'modern bollywood']",Befikre,65,0.799,0.784,4,-5.207,0,0.0519,0.11,2.84E-06,0.227,0.26,96.953,audio_features,0biCSADTAblvLTLtJz4pXO,spotify:track:0biCSADTAblvLTLtJz4pXO,https://api.spotify.com/v1/tracks/0biCSADTAblvLTLtJz4pXO,https://api.spotify.com/v1/audio-analysis/0biCSADTAblvLTLtJz4pXO,237876,4
playlist,spotify:track:5sUSbJo0brScvv48ZZ1HrQ,O'Meri Laila,Atif Aslam,75,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']",Laila Majnu (Original Motion Picture Soundtrack),53,0.575,0.81,8,-4.8,1,0.0525,0.158,0,0.25,0.751,160.098,audio_features,5sUSbJo0brScvv48ZZ1HrQ,spotify:track:5sUSbJo0brScvv48ZZ1HrQ,https://api.spotify.com/v1/tracks/5sUSbJo0brScvv48ZZ1HrQ,https://api.spotify.com/v1/audio-analysis/5sUSbJo0brScvv48ZZ1HrQ,281856,3
playlist,spotify:track:4ynrGpHy0cTZPRBJrhIHNP,Tere Bin,Rabbi Shergill,47,"['filmi', 'modern bollywood', 'sufi']",Rabbi,59,0.712,0.87,3,-7.1,1,0.0553,0.659,7.55E-05,0.161,0.873,104.039,audio_features,4ynrGpHy0cTZPRBJrhIHNP,spotify:track:4ynrGpHy0cTZPRBJrhIHNP,https://api.spotify.com/v1/tracks/4ynrGpHy0cTZPRBJrhIHNP,https://api.spotify.com/v1/audio-analysis/4ynrGpHy0cTZPRBJrhIHNP,322701,4
playlist,spotify:track:4J9n7thOdqi8gxRGNyQoVC,Gal Mitthi Mitthi,Amit Trivedi,66,"['filmi', 'modern bollywood']",Aisha (Original Motion Picture Soundtrack),54,0.906,0.699,0,-5.526,1,0.0462,0.13,0.0165,0.178,0.938,129.946,audio_features,4J9n7thOdqi8gxRGNyQoVC,spotify:track:4J9n7thOdqi8gxRGNyQoVC,https://api.spotify.com/v1/tracks/4J9n7thOdqi8gxRGNyQoVC,https://api.spotify.com/v1/audio-analysis/4J9n7thOdqi8gxRGNyQoVC,255907,4
